trial,total_students,total_companies,companies_ranked,avg_company_ranking,company_popularity_std,company_ranking_skewness,company_ranking_kurtosis,company_entropy,company_outlier_count,company_outlier_percentage,highly_ranked_outlier_count,highly_ranked_outlier_percentage,lowly_ranked_outlier_count,lowly_ranked_outlier_percentage,best_company_avg_ranking,worst_company_avg_ranking,company_ranking_range,top_company,top_company_score,second_company,second_company_score,third_company,third_company_score,most_included_company,most_included_count,company_score_range,total_rankings_given,total_unranked_assignments
840,30,30,30,3.034126984126984,0.7338355277299059,0.05658492397346802,-0.22493342244892212,2.5730235145750684,0,0.0,0,0.0,0,0.0,1.5,4.666666666666667,3.166666666666667,EverVault Enterprises,27.34375,TitanEdge Consulting,21.214285714285715,Ascendify Technologies,19.642857142857142,Vortex Venture Group,3,7.700892857142858,150,750
841,30,30,30,3.016825396825397,0.6909576682909876,1.0153265745055973,0.6537742775947408,2.198277896735806,3,10.0,0,0.0,3,10.0,2.0,4.8,2.8,ZenithWorks,24.025,Vortex Venture Group,20.3125,DeltaBloom Group,17.285714285714285,Crimson Arc Media,3,6.739285714285714,150,750
842,30,30,30,3.005714285714286,0.6664950459369547,-0.059805068749969985,-0.10239537707628488,2.42421039968473,0,0.0,0,0.0,0,0.0,1.6,4.5,2.9,Cobalt Circuitry,24.025,FusionBridge Networks,21.214285714285715,Nimbus Nexus,18.208333333333332,Nimbus Nexus,4,5.816666666666666,150,750
843,30,30,29,2.9762452107279698,0.7314728106060739,-0.33205501093439693,-0.3092655598686038,2.512601256127451,0,0.0,0,0.0,0,0.0,1.2,4.25,3.05,Nimbus Nexus,25.575,EverVault Enterprises,22.555555555555557,Nebula Dynamics,21.875,Magnetar Innovations,4,3.6999999999999993,150,750
844,30,30,30,3.000714285714286,0.6239318612621977,0.027063839469543848,-1.0985862959554566,2.2131324651707387,0,0.0,0,0.0,0,0.0,2.0,4.166666666666667,2.166666666666667,Ascendify Technologies,25.0,ZenithWorks,22.65625,PrismPoint Studios,19.642857142857142,ZenithWorks,3,5.357142857142858,150,750
845,30,30,30,2.9714682539682538,0.7442404501447399,0.11232452824030707,1.025420890472346,2.4811939311696194,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,5.0,4.0,Vortex Venture Group,24.666666666666668,Orion Synergy,21.875,Solaris Systems,21.09375,IronClad Systems,4,3.572916666666668,150,750
846,30,30,30,2.9131746031746033,0.7429244814140964,-0.00031949681395423236,0.27683420056678765,2.432262897024269,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.5,3.5,Vortex Venture Group,24.21875,Ascendify Technologies,22.65625,Magnetar Innovations,19.53125,TerraNova Solutions,3,4.6875,150,750
847,30,30,30,2.9265343915343913,0.6709145869184894,0.627476043241178,1.2060675782555386,2.1847776529602827,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.6666666666666667,5.0,3.333333333333333,Quantum Forge,24.666666666666668,PrismPoint Studios,21.77777777777778,Apexion Innovations,18.857142857142858,LuxeLoom Enterprises,3,5.80952380952381,150,750
848,30,30,30,2.9758994708994706,0.7528799576244866,-0.36338610655618625,0.24355447763227556,2.494205915355059,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.4,3.4000000000000004,Vortex Venture Group,29.946428571428573,Nebula Dynamics,22.475,EchoSphere Analytics,21.77777777777778,HydraFlux Labs,3,8.168650793650794,150,750
849,30,30,30,2.942010582010582,0.6608727484739714,-1.4577862303224305,2.580170101738009,2.092811116022845,2,6.666666666666667,2,6.666666666666667,0,0.0,1.0,4.0,3.0,Solaris Systems,24.88888888888889,Quantum Forge,22.555555555555557,Nimbus Nexus,21.7,Quantum Forge,3,3.18888888888889,150,750
850,30,30,30,3.026984126984127,0.8045849183924031,-0.11842687699854905,-1.3349360629215832,2.4676481992840626,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.25,2.583333333333333,PeakVista Partners,25.575,Quantum Forge,25.0,DeltaBloom Group,20.583333333333332,StellarPath Logistics,3,4.991666666666667,150,750
851,30,30,30,2.9509523809523808,0.7602686674538272,-0.887588905025556,0.6642411030772739,2.4711140018197137,2,6.666666666666667,2,6.666666666666667,0,0.0,1.0,4.0,3.0,Catalyst Core,25.575,Aurora Axis,23.333333333333332,StellarPath Logistics,22.65625,PrismPoint Studios,3,2.9187499999999993,150,750
852,30,30,30,2.9620899470899476,0.5739030302574033,-1.187554650728146,1.0465380068586523,1.9735572622751854,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.25,3.8,2.55,PeakVista Partners,20.428571428571427,StellarPath Logistics,17.416666666666668,PrismPoint Studios,17.416666666666668,Crimson Arc Media,3,3.011904761904759,150,750
853,30,30,30,2.870978835978836,0.8893931790256451,-0.42017435341873993,-0.3895999501786771,2.764735178725505,0,0.0,0,0.0,0,0.0,1.0,4.6,3.5999999999999996,StellarPath Logistics,22.0,FusionBridge Networks,22.0,IronClad Systems,19.444444444444443,DeltaBloom Group,4,2.555555555555557,150,750
854,30,30,30,3.009325396825397,0.6642649541141684,-0.07843303123530972,-0.54986819301836,2.386569246460625,0,0.0,0,0.0,0,0.0,1.5,4.25,2.75,Nebula Dynamics,22.65625,LuxeLoom Enterprises,22.475,Solaris Systems,20.428571428571427,IronClad Systems,4,2.227678571428573,150,750
855,30,30,30,3.005436507936508,0.7559535485138673,0.5180038811542443,0.7169025920415142,2.4137576782928116,2,6.666666666666667,0,0.0,2,6.666666666666667,1.5,5.0,3.5,Aurora Axis,22.0,Catalyst Core,20.428571428571427,Ascendify Technologies,19.53125,Vortex Venture Group,3,2.46875,150,750
856,30,30,30,3.022261904761904,0.7754974965517131,-0.3013477981345866,-0.006712741152397506,2.6396901812417353,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.5,3.5,Ascendify Technologies,21.09375,Vortex Venture Group,20.428571428571427,Solaris Systems,19.791666666666668,EchoSphere Analytics,4,1.3020833333333321,150,750
857,30,30,30,2.975,0.7812348864751273,0.24224549173583837,0.3194506834508881,2.56226738135394,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.3333333333333333,5.0,3.666666666666667,Magnetar Innovations,20.8125,DeltaBloom Group,18.857142857142858,Solaris Systems,18.857142857142858,EverVault Enterprises,5,1.9553571428571423,150,750
858,30,30,30,3.0611772486772484,0.6169193513350204,0.14527096631238443,-0.23466822479713167,2.1431369495004096,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,4.5,2.5,ZenithWorks,24.11111111111111,Magnetar Innovations,23.4375,EchoSphere Analytics,19.0,TerraNova Solutions,3,5.111111111111111,150,750
859,30,30,30,3.0468650793650793,0.6846265956876066,0.08954904805944933,-1.070964076783544,2.2757006966236015,0,0.0,0,0.0,0,0.0,2.0,4.5,2.5,Cobalt Circuitry,21.214285714285715,Crimson Arc Media,21.214285714285715,IronClad Systems,19.53125,Orion Synergy,3,1.6830357142857153,150,750
860,30,30,29,2.9625478927203073,0.6722146163224131,-0.1509330976376235,-1.0350904676548451,2.316926358172021,0,0.0,0,0.0,0,0.0,1.5,4.0,2.5,StellarPath Logistics,21.214285714285715,Aurora Axis,20.428571428571427,Catalyst Core,19.444444444444443,DeltaBloom Group,3,1.7698412698412724,150,750
861,30,30,30,3.014074074074074,0.791856031066822,0.10853330954298586,-0.7079672358696913,2.6015152803175132,0,0.0,0,0.0,0,0.0,1.5,4.5,3.0,FusionBridge Networks,27.9,Quantum Forge,22.65625,TitanEdge Consulting,19.53125,EverVault Enterprises,3,8.368749999999999,150,750
862,30,30,30,3.074603174603175,0.6737136993204557,1.2191580629083891,0.8147208240796093,2.267108948944828,2,6.666666666666667,0,0.0,2,6.666666666666667,2.2857142857142856,5.0,2.7142857142857144,TerraNova Solutions,23.25,BlueFern BioTech,20.428571428571427,Solaris Systems,18.857142857142858,Quantum Forge,4,4.392857142857142,150,750
863,30,30,30,2.9733333333333336,0.8487488902852204,0.02582886544684408,0.10303989798057733,2.597416845103709,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,5.0,4.0,HydraFlux Labs,22.475,Crimson Arc Media,18.857142857142858,Ascendify Technologies,18.75,HarborWay Holdings,3,3.7250000000000014,150,750
864,30,30,30,2.9622222222222225,0.6904090644254801,-0.7837124521431309,0.6574168652052128,2.40237633194961,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.0,3.0,Nebula Dynamics,25.5,Magnetar Innovations,23.25,DeltaBloom Group,18.857142857142858,StellarPath Logistics,3,6.642857142857142,150,750
865,30,30,30,2.9364285714285714,0.6471259194100885,-0.7306285394010692,-0.32833168766560394,2.280424344959478,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.0,2.666666666666667,PeakVista Partners,27.22222222222222,HarborWay Holdings,19.642857142857142,Apexion Innovations,19.444444444444443,Vertex Valley Ventures,3,7.777777777777779,150,750
866,30,30,30,2.9791269841269847,0.8101406807774448,-0.3974580888638199,-0.012080742014645374,2.460754662766713,0,0.0,0,0.0,0,0.0,1.0,4.4,3.4000000000000004,Vortex Venture Group,26.35,FusionBridge Networks,22.475,Nimbus Nexus,17.416666666666668,FusionBridge Networks,4,8.933333333333334,150,750
867,30,30,30,3.0865873015873015,0.6209477807227269,0.5414529070786102,1.372513454032906,2.3240924804297176,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.75,5.0,3.25,Cobalt Circuitry,20.428571428571427,Vortex Venture Group,20.428571428571427,TitanEdge Consulting,18.666666666666668,Vertex Valley Ventures,4,1.7619047619047592,150,750
868,30,30,30,2.9127645502645496,0.7222580815806461,0.2619559288373297,-0.42920488200177953,2.43978164666369,0,0.0,0,0.0,0,0.0,1.6,4.333333333333333,2.733333333333333,Aurora Axis,23.333333333333332,HydraFlux Labs,22.354166666666668,Vortex Venture Group,20.3125,Quantum Forge,3,3.020833333333332,150,750
869,30,30,30,2.9990476190476185,0.6403182079305628,-0.10614874858062996,1.2050016972903128,2.2027150507922495,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.3333333333333333,4.75,3.416666666666667,BlueFern BioTech,18.857142857142858,Orion Synergy,18.666666666666668,Vortex Venture Group,18.208333333333332,LuxeLoom Enterprises,4,0.6488095238095255,150,750
870,30,30,30,3.039642857142857,0.737094248915174,0.07388420592291942,0.14016478407095168,2.199723686817171,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.5,5.0,3.5,Nimbus Nexus,25.0,Quantum Forge,19.0,EchoSphere Analytics,17.416666666666668,PeakVista Partners,3,7.583333333333332,150,750
871,30,30,30,3.028134920634921,0.7801212962728702,-0.3257367391767734,0.7198338359508236,2.5131060113376824,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,5.0,4.0,Nebula Dynamics,25.666666666666668,HydraFlux Labs,21.0,Quantum Forge,19.791666666666668,EverVault Enterprises,4,5.875,150,750
872,30,30,30,2.9563359788359787,0.5768974273424742,-0.22285079306003225,-0.5189886626679177,2.181076011914607,0,0.0,0,0.0,0,0.0,1.75,4.0,2.25,Quantum Forge,23.4375,Catalyst Core,19.444444444444443,ZenithWorks,18.857142857142858,StellarPath Logistics,3,4.580357142857142,150,750
873,30,30,30,2.911362433862434,0.6426696480393452,0.23877632010888503,-0.16097257878189364,2.311941547876375,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.5,2.833333333333333,Orion Synergy,24.88888888888889,Nimbus Nexus,18.071428571428573,DeltaBloom Group,17.416666666666668,HydraFlux Labs,4,7.472222222222221,150,750
874,30,30,30,3.058730158730159,0.6393621435597231,0.9188286487036136,0.7606744194333861,2.3302164307369257,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.2,5.0,2.8,PrismPoint Studios,20.428571428571427,PeakVista Partners,18.857142857142858,Nimbus Nexus,18.857142857142858,ZenithWorks,3,1.5714285714285694,150,750
875,30,30,30,2.9440079365079366,0.7667039133300062,-0.3751119967729518,0.2312407800660341,2.6519325792170334,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.666666666666667,3.666666666666667,DeltaBloom Group,24.025,Apexion Innovations,19.642857142857142,LuxeLoom Enterprises,19.53125,Aurora Axis,4,4.493749999999999,150,750
876,30,30,30,3.051746031746032,0.8285415368931536,0.27100875117530737,-0.17280322188559705,2.6011184861493843,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.6,5.0,3.4,Quantum Forge,23.4375,Solaris Systems,22.475,EverVault Enterprises,21.875,Catalyst Core,3,1.5625,150,750
877,30,30,30,3.046322751322751,0.6103266019685843,0.49114659997544285,0.5555116984285302,2.130986016947067,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,4.666666666666667,2.666666666666667,Crimson Arc Media,26.35,BlueFern BioTech,22.65625,TerraNova Solutions,21.09375,Vertex Valley Ventures,4,5.256250000000001,150,750
878,30,30,30,3.0308994708994708,0.6880221299516135,0.628995509188724,0.3062153308469884,2.3055872616982604,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,FusionBridge Networks,21.09375,HydraFlux Labs,20.428571428571427,ZenithWorks,19.53125,HydraFlux Labs,3,1.5625,150,750
879,30,30,30,2.9924338624338622,0.6947417272478278,0.1711645599261597,0.6985220515215946,2.434196946695717,3,10.0,1,3.3333333333333335,2,6.666666666666667,1.3333333333333333,4.75,3.416666666666667,Quantum Forge,21.0,StellarPath Logistics,20.22222222222222,HarborWay Holdings,17.416666666666668,Magnetar Innovations,3,3.583333333333332,150,750
880,30,30,30,2.9328968253968255,0.7519174584091788,-0.6802550364905883,0.058618234752707554,2.5511894468399485,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.25,3.25,Cobalt Circuitry,22.354166666666668,HarborWay Holdings,20.583333333333332,ZenithWorks,19.642857142857142,IronClad Systems,4,2.7113095238095255,150,750
881,30,30,30,3.106058201058201,0.8155422734416918,0.6975974385512427,-0.36511579126996585,2.4505377798848196,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,Apexion Innovations,21.875,HarborWay Holdings,21.875,FusionBridge Networks,20.428571428571427,StellarPath Logistics,4,1.446428571428573,150,750
882,30,30,30,3.1782792207792214,0.7685782785865645,0.48561567492561797,-0.20732004372810842,2.634196946695717,0,0.0,0,0.0,0,0.0,1.75,5.0,3.25,TitanEdge Consulting,26.272727272727273,Vertex Valley Ventures,21.7,Crimson Arc Media,21.214285714285715,Quantum Forge,4,5.058441558441558,150,750
883,30,30,30,2.952962962962963,0.8371292967837213,-0.22607752787147598,0.5737382043186958,2.5445317488326236,3,10.0,2,6.666666666666667,1,3.3333333333333335,1.0,5.0,4.0,Crimson Arc Media,21.875,ZenithWorks,19.444444444444443,Catalyst Core,19.0,TerraNova Solutions,3,2.875,150,750
884,30,30,29,3.064189928845101,0.605692104401932,-0.7503903177347782,-0.33170120455768615,2.267104170652839,0,0.0,0,0.0,0,0.0,1.6,4.0,2.4,FusionBridge Networks,28.77777777777778,Crimson Arc Media,21.09375,Quantum Forge,20.428571428571427,Lumeon Strategies,4,8.349206349206352,150,750
885,30,30,30,2.991309523809524,0.5761292396621186,-0.9324302369515276,1.2247985664419092,1.8933448637229622,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.25,4.166666666666667,2.916666666666667,PrismPoint Studios,27.125,Magnetar Innovations,23.4375,Vortex Venture Group,19.0,Solaris Systems,4,8.125,150,750
886,30,30,29,2.991652983032293,0.6297708717704179,-0.10937782070501986,-0.7682140790042755,2.2290557896955896,0,0.0,0,0.0,0,0.0,1.8571428571428572,4.25,2.392857142857143,Vortex Venture Group,23.25,Nebula Dynamics,22.785714285714285,PeakVista Partners,22.0,Crimson Arc Media,3,1.25,150,750
887,30,30,30,2.9194696969696974,0.7319153466144386,-0.7781899808099674,1.145551556945473,2.257425813763051,2,6.666666666666667,2,6.666666666666667,0,0.0,1.0,4.4,3.4000000000000004,LuxeLoom Enterprises,26.272727272727273,TitanEdge Consulting,19.53125,Ascendify Technologies,18.208333333333332,EverVault Enterprises,4,8.064393939393941,150,750
888,30,30,30,2.9253571428571425,0.6530767021945871,-0.10513603422566775,-0.6063558434310394,2.39355424839993,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.285714285714286,2.6190476190476186,EverVault Enterprises,20.583333333333332,Orion Synergy,18.857142857142858,Apexion Innovations,17.96875,Crimson Arc Media,5,2.614583333333332,150,750
889,30,30,30,2.88,0.70339860364947,-0.40122041909637357,0.11774061468269759,2.435591746027931,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.2,3.2,DeltaBloom Group,19.53125,Vortex Venture Group,18.071428571428573,PeakVista Partners,17.825,Orion Synergy,4,1.7062500000000007,150,750
890,30,30,30,2.8058003108003104,0.8733884188863706,-0.38331487219347304,-0.5567476352264302,2.587430298092722,0,0.0,0,0.0,0,0.0,1.0,4.25,3.25,HydraFlux Labs,26.153846153846153,Nebula Dynamics,23.181818181818183,Magnetar Innovations,19.791666666666668,BlueFern BioTech,3,6.3621794871794854,150,750
891,30,30,30,2.991865079365079,0.724604831662425,0.044295068804258195,1.611175598146949,2.3022584126945973,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,5.0,4.0,Ascendify Technologies,25.666666666666668,LuxeLoom Enterprises,19.642857142857142,Nimbus Nexus,19.0,Quantum Forge,3,6.666666666666668,150,750
892,30,30,30,3.0151743626743626,0.7644840876450514,0.07258050031038474,-0.39011426400930294,2.531611230069139,0,0.0,0,0.0,0,0.0,1.5,4.666666666666667,3.166666666666667,Nimbus Nexus,30.225,PrismPoint Studios,23.954545454545453,Catalyst Core,21.875,Solaris Systems,3,8.350000000000001,150,750
893,30,30,30,2.966071428571429,0.6780211323371061,0.742760562659257,0.8801430069400635,2.3512809122619043,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.75,5.0,3.25,Cobalt Circuitry,21.875,Nebula Dynamics,20.428571428571427,HydraFlux Labs,20.3125,Solaris Systems,3,1.5625,150,750
894,30,30,29,2.9547059262576507,0.6725042695050396,-0.07392765318470668,-1.0569046008958152,2.4296229127975653,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.0,2.333333333333333,Crimson Arc Media,23.333333333333332,ZenithWorks,21.875,IronClad Systems,20.583333333333332,Solaris Systems,4,2.75,150,750
895,30,30,30,3.0413624338624334,0.7039385449978391,0.4720838370666693,0.5097644940113071,2.4419460322060456,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.6666666666666667,5.0,3.333333333333333,Cobalt Circuitry,23.4375,Quantum Forge,21.875,Lumeon Strategies,21.09375,Crimson Arc Media,3,2.34375,150,750
896,30,30,30,3.05042328042328,0.7251012079074194,-0.2230948502395872,1.4410893780182032,2.3377806684863804,2,6.666666666666667,1,3.3333333333333335,1,3.3333333333333335,1.0,5.0,4.0,Lumeon Strategies,26.979166666666668,PeakVista Partners,20.428571428571427,Magnetar Innovations,20.428571428571427,LuxeLoom Enterprises,4,6.550595238095241,150,750
897,30,30,30,2.992579365079365,0.5577503711387533,-0.3108019162341616,-0.30928238297094124,2.142402670303697,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.6666666666666667,4.0,2.333333333333333,Orion Synergy,22.65625,Cobalt Circuitry,19.53125,Aurora Axis,18.208333333333332,Catalyst Core,3,4.447916666666668,150,750
898,30,30,30,3.002976190476191,0.5680341268571601,0.17291918971344467,-0.3358167919778241,2.181076011914607,0,0.0,0,0.0,0,0.0,1.75,4.285714285714286,2.5357142857142856,BlueFern BioTech,19.642857142857142,EverVault Enterprises,18.071428571428573,PrismPoint Studios,17.416666666666668,PrismPoint Studios,4,2.2261904761904745,150,750
899,30,30,30,2.874700854700855,0.7436847812338563,-0.370818763324364,-1.1548561029567748,2.344531748832624,0,0.0,0,0.0,0,0.0,1.5,4.0,2.5,Nebula Dynamics,26.923076923076923,Catalyst Core,18.75,EverVault Enterprises,17.6,Cobalt Circuitry,4,9.323076923076922,150,750
900,30,30,30,3.0375264550264545,0.5114867831663702,-0.04026335102508559,-0.9102261242839202,2.102494251204622,0,0.0,0,0.0,0,0.0,2.0,4.0,2.0,DeltaBloom Group,22.65625,Vortex Venture Group,18.75,BlueFern BioTech,18.071428571428573,Ascendify Technologies,3,4.584821428571427,150,750
901,30,30,30,2.978412698412699,0.5258717382366215,0.47558111145639964,0.7570354852562757,2.0338001525275886,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,4.5,2.5,BlueFern BioTech,24.11111111111111,PeakVista Partners,22.555555555555557,HarborWay Holdings,19.375,Nebula Dynamics,4,4.736111111111111,150,750
902,30,30,29,3.0315407772304326,0.5600611011986135,0.3762478712938376,0.3005163417841832,2.1539025198996224,2,6.896551724137931,1,3.4482758620689653,1,3.4482758620689653,1.8571428571428572,4.5,2.642857142857143,BlueFern BioTech,22.785714285714285,Nebula Dynamics,22.555555555555557,Apexion Innovations,18.208333333333332,Solaris Systems,4,4.5773809523809526,150,750
903,30,30,30,3.021904761904762,0.7216452605582384,0.8654294349549156,0.4427318166552894,2.371231921074726,1,3.3333333333333335,0,0.0,1,3.3333333333333335,2.0,5.0,3.0,PeakVista Partners,21.875,IronClad Systems,21.875,Lumeon Strategies,21.0,Cobalt Circuitry,5,0.875,150,750
904,30,30,30,3.0160978835978836,0.6600512640339562,0.23010005971996822,-0.3981216579532303,2.4682734124061354,0,0.0,0,0.0,0,0.0,1.6666666666666667,4.5,2.833333333333333,EchoSphere Analytics,25.666666666666668,Aurora Axis,20.428571428571427,PrismPoint Studios,17.416666666666668,LuxeLoom Enterprises,4,8.25,150,750
905,30,30,30,3.180449735449735,0.7765514434066038,0.7133701246711612,-0.14447414233385558,2.4961399650265075,0,0.0,0,0.0,0,0.0,2.111111111111111,5.0,2.888888888888889,Nebula Dynamics,27.22222222222222,Ascendify Technologies,27.125,EverVault Enterprises,21.875,PeakVista Partners,3,5.347222222222221,150,750
906,30,30,30,2.970753968253968,0.7124620690685407,0.13131803052174534,-0.5535517845541773,2.4505377798848196,0,0.0,0,0.0,0,0.0,1.5,4.5,3.0,Solaris Systems,26.35,EverVault Enterprises,25.575,Nebula Dynamics,21.09375,Aurora Axis,4,5.256250000000001,150,750
907,30,30,30,2.9181349206349205,0.7359334498736846,-0.8003329894666161,0.765665930542927,2.3492553971684997,2,6.666666666666667,2,6.666666666666667,0,0.0,1.0,4.333333333333333,3.333333333333333,BlueFern BioTech,19.2,HarborWay Holdings,18.857142857142858,Cobalt Circuitry,17.285714285714285,HarborWay Holdings,3,1.9142857142857146,150,750
908,30,30,30,3.086230158730159,0.8159147635001808,-0.10627666618489433,0.1848235132589502,2.6505377798848193,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.75,3.75,Quantum Forge,27.125,Cobalt Circuitry,25.0,Nimbus Nexus,23.571428571428573,DeltaBloom Group,3,3.553571428571427,150,750
909,30,30,29,2.9646688560481667,0.6369195365012731,-0.10205876286896022,0.08338697098716663,2.326943394566963,1,3.4482758620689653,1,3.4482758620689653,0,0.0,1.3333333333333333,4.333333333333333,3.0,Orion Synergy,22.65625,Cobalt Circuitry,20.428571428571427,Nimbus Nexus,20.22222222222222,TitanEdge Consulting,4,2.4340277777777786,150,750
910,30,30,30,3.013531746031746,0.7906639719665275,0.11375235248539654,-0.16949708995695723,2.586035498760508,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.75,3.416666666666667,Solaris Systems,25.666666666666668,IronClad Systems,21.875,Vortex Venture Group,21.09375,DeltaBloom Group,4,4.572916666666668,150,750
911,30,30,30,2.9607407407407407,0.7595224476093491,-0.0530164003764367,1.5249304316625523,2.303795668197918,4,13.333333333333334,2,6.666666666666667,2,6.666666666666667,1.0,5.0,4.0,Nimbus Nexus,24.88888888888889,EverVault Enterprises,22.555555555555557,Nebula Dynamics,18.071428571428573,Apexion Innovations,4,6.817460317460316,150,750
912,30,30,30,2.9709523809523812,0.5445636467684086,-0.2887910976994874,-0.3154923387811208,2.181937063546704,0,0.0,0,0.0,0,0.0,1.6,4.0,2.4,Crimson Arc Media,18.75,ZenithWorks,18.75,Aurora Axis,17.96875,HydraFlux Labs,3,0.78125,150,750
913,30,30,30,2.97452380952381,0.7469411419509081,-0.7094319421887931,0.40498355490532134,2.4062389286533894,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.25,3.25,Nebula Dynamics,21.875,PeakVista Partners,21.875,Orion Synergy,21.0,ZenithWorks,3,0.875,150,750
914,30,30,30,3.078095238095238,0.6787496006688793,0.1966514682874629,-1.247822893015987,2.2892464285091583,0,0.0,0,0.0,0,0.0,2.0,4.333333333333333,2.333333333333333,EverVault Enterprises,24.21875,ZenithWorks,22.65625,Crimson Arc Media,19.642857142857142,Quantum Forge,4,4.575892857142858,150,750
915,30,30,30,2.9262782587782596,0.7178023024220407,-0.4394381773700725,0.07563196601277955,2.519368832093841,1,3.3333333333333335,1,3.3333333333333335,0,0.0,1.0,4.2,3.2,Solaris Systems,28.59090909090909,HarborWay Holdings,24.11111111111111,BlueFern BioTech,18.208333333333332,LuxeLoom Enterprises,5,10.382575757575758,150,750
916,30,30,30,3.020753968253969,0.6678823017736163,0.13447465766541852,-0.48262935525644934,2.403771131281824,0,0.0,0,0.0,0,0.0,1.75,4.4,2.6500000000000004,Solaris Systems,23.4375,TerraNova Solutions,21.09375,TitanEdge Consulting,19.791666666666668,HydraFlux Labs,3,3.645833333333332,150,750
917,30,30,29,2.9978653530377666,0.7198522409079254,-0.2847890249523846,-0.11747806188078336,2.4002903484419207,0,0.0,0,0.0,0,0.0,1.3333333333333333,4.333333333333333,3.0,Catalyst Core,25.666666666666668,FusionBridge Networks,21.0,EverVault Enterprises,19.0,EchoSphere Analytics,3,6.666666666666668,150,750
918,30,30,30,3.0725793650793647,0.6550813422322385,0.5390590922809502,1.5967337624306985,2.103119464326695,3,10.0,1,3.3333333333333335,2,6.666666666666667,1.6,5.0,3.4,TerraNova Solutions,23.4375,BlueFern BioTech,19.53125,Cobalt Circuitry,17.6,Orion Synergy,3,5.837499999999999,150,750
919,30,30,30,3.0340079365079373,0.7045171096827436,0.0743194087442036,-0.7184427262893163,2.3893643477641704,0,0.0,0,0.0,0,0.0,1.5,4.333333333333333,2.833333333333333,Nebula Dynamics,22.65625,TerraNova Solutions,22.65625,HydraFlux Labs,20.3125,BlueFern BioTech,3,2.34375,150,750
920,30,30,30,3.080820105820106,0.8043419346905857,0.7927431171946819,0.14159185009176678,2.284614245595237,0,0.0,0,0.0,0,0.0,2.0,5.0,3.0,PrismPoint Studios,27.9,IronClad Systems,22.555555555555557,Crimson Arc Media,18.75,Vertex Valley Ventures,4,9.149999999999999,150,750
921,30,30,30,3.05755291005291,0.7630415384405986,0.5455842461187406,-0.03848082403967634,2.5395722619867227,1,3.3333333333333335,0,0.0,1,3.3333333333333335,1.6,5.0,3.4,StellarPath Logistics,24.88888888888889,Nimbus Nexus,21.09375,HarborWay Holdings,18.208333333333332,DeltaBloom Group,3,6.680555555555557,150,750
922,30,30,30,2.956785714285714,0.6826994425891708,-0.29172201433652917,1.3681582424894305,2.1938929672425695,3,10.0,1,3.3333333333333335,2,6.666666666666667,1.0,4.5,3.5,IronClad Systems,18.857142857142858,Solaris Systems,18.208333333333332,HydraFlux Labs,16.625,HydraFlux Labs,4,2.2321428571428577,150,750
923,30,30,29,2.9511083743842366,0.8081560169713975,0.055321696725523256,0.5982091169340071,2.5121907794018012,2,6.896551724137931,1,3.4482758620689653,1,3.4482758620689653,1.0,5.0,4.0,HydraFlux Labs,26.35,IronClad Systems,23.25,Nimbus Nexus,22.0,IronClad Systems,3,4.350000000000001,150,750
